fecha,buque,imo,puerto,pax,trip,exentos,sentido,servicio,anio
2018-01-01 00:00:00,ATLANTIC EXPRESS,8919506,COLONIA EXPRESS BAIRES,365,14,10,Salida,Pasajeros,2018
2018-01-01 00:00:00,ATLANTIC EXPRESS,8919506,ROU - COLONIA,515,14,17,Entrada,Pasajeros,2018
2018-01-01 00:00:00,ATLANTIC EXPRESS,8919506,COLONIA EXPRESS BAIRES,308,15,5,Salida,Pasajeros,2018
2018-01-01 00:00:00,ATLANTIC EXPRESS,8919506,ROU - COLONIA,554,16,9,Entrada,Pasajeros,2018
2018-01-01 00:00:00,ATLANTIC III,9001540,BUQUEBUS,148,30,3,Salida,Pasajeros,2018
2018-01-01 00:00:00,ATLANTIC III,9001540,BUQUEBUS,0,30,0,Salida,Pasajeros,2018
2018-01-01 00:00:00,ATLANTIC III,9001540,ROU - COLONIA,49,31,0,Entrada,Pasajeros,2018
2018-01-01 00:00:00,ATLANTIC III,9001540,ROU - COLONIA,550,29,2,Entrada,Pasajeros,2018
2018-01-01 00:00:00,COLONIA EXPRESS,8704937,ROU - COLONIA,344,12,7,Entrada,Pasajeros,2018
2018-01-01 00:00:00,COLONIA EXPRESS,8704937,COLONIA EXPRESS BAIRES,279,11,0,Salida,Pasajeros,2018
2018-01-01 00:00:00,ELADIA ISABEL,8869581,ROU - COLONIA,1009,35,12,Entrada,Pasajeros,2018
2018-01-01 00:00:00,ELADIA ISABEL,8869581,ROU - COLONIA,0,37,0,Entrada,Pasajeros,2018
2018-01-01 00:00:00,ELADIA ISABEL,8869581,BUQUEBUS,750,37,11,Salida,Pasajeros,2018
2018-01-01 00:00:00,FRANCISCO,9610028,BUQUEBUS,529,58,20,Salida,Pasajeros,2018
2018-01-01 00:00:00,FRANCISCO,9610028,BUQUEBUS,385,54,10,Salida,Pasajeros,2018
2018-01-01 00:00:00,FRANCISCO,9610028,ROU - MONTEVIDEO,902,56,9,Entrada,Pasajeros,2018
2018-01-01 00:00:00,FRANCISCO,9610028,ROU - MONTEVIDEO,524,68,5,Entrada,Pasajeros,2018
2018-01-01 00:00:00,GEORGE N,9377224,PUERTO BUENOS AIRES,0,21,0,Entrada,Carga,2018
