fecha,buque,imo,puerto,pax,trip,exentos,sentido,servicio,anio
2017-01-01 00:00:00,ATLANTIC EXPRESS,8919506,COLONIA EXPRESS BAIRES,434,16,9,Salida,Pasajeros,2017
2017-01-01 00:00:00,ATLANTIC EXPRESS,8919506,ROU - COLONIA,347,1,7,Entrada,Pasajeros,2017
2017-01-01 00:00:00,ATLANTIC EXPRESS,8919506,COLONIA EXPRESS BAIRES,328,15,10,Salida,Pasajeros,2017
2017-01-01 00:00:00,ATLANTIC III,9001540,BUQUEBUS,407,32,8,Salida,Pasajeros,2017
2017-01-01 00:00:00,ELADIA ISABEL,8869581,BUQUEBUS,340,35,4,Salida,Pasajeros,2017
2017-01-01 00:00:00,ELADIA ISABEL,8869581,ROU - COLONIA,0,36,0,Entrada,Pasajeros,2017
2017-01-01 00:00:00,ELADIA ISABEL,8869581,ROU - COLONIA,661,1,9,Entrada,Pasajeros,2017
2017-01-01 00:00:00,FRANCISCO,9610028,BUQUEBUS,438,52,7,Salida,Pasajeros,2017
2017-01-01 00:00:00,FRANCISCO,9610028,BUQUEBUS,571,66,7,Salida,Pasajeros,2017
2017-01-01 00:00:00,FRANCISCO,9610028,ROU - MONTEVIDEO,914,54,13,Entrada,Pasajeros,2017
2017-01-01 00:00:00,JUAN PATRICIO,9610028,BUQUEBUS,333,19,2,Salida,Pasajeros,2017
2017-01-01 00:00:00,JUAN PATRICIO,9610028,BUQUEBUS,201,32,2,Salida,Pasajeros,2017
2017-01-01 00:00:00,JUAN PATRICIO,9610028,ROU - COLONIA,486,3,13,Entrada,Pasajeros,2017
2017-01-01 00:00:00,JUAN PATRICIO,9610028,ROU - COLONIA,395,1,6,Entrada,Pasajeros,2017
2017-01-01 00:00:00,JUAN PATRICIO,9610028,BUQUEBUS,287,34,10,Salida,Pasajeros,2017
2017-01-01 00:00:00,SILVIA ANA L,9119385,BUQUEBUS,450,40,8,Salida,Pasajeros,2017
2017-01-01 00:00:00,SILVIA ANA L,9119385,ROU - COLONIA,0,1,0,Entrada,Pasajeros,2017
2017-01-01 00:00:00,SILVIA ANA L,9119385,ROU - COLONIA,139,1,1,Entrada,Pasajeros,2017
2017-01-01 00:00:00,SILVIA ANA L,9119385,ROU - COLONIA,107,1,4,Entrada,Pasajeros,2017
2017-01-01 00:00:00,SILVIA ANA L,9119385,BUQUEBUS,569,47,10,Salida,Pasajeros,2017
2017-01-02 00:00:00,ALIANCA IPANEMA,9539494,PUERTO BUENOS AIRES,0,22,0,Entrada,Carga,2017
2017-01-02 00:00:00,ATLANTIC EXPRESS,8919506,ROU - COLONIA,389,1,5,Entrada,Pasajeros,2017
2017-01-02 00:00:00,ATLANTIC EXPRESS,8919506,COLONIA EXPRESS BAIRES,606,19,6,Salida,Pasajeros,2017
2017-01-02 00:00:00,ATLANTIC EXPRESS,8919506,ROU - COLONIA,562,17,4,Entrada,Pasajeros,2017
2017-01-02 00:00:00,ATLANTIC EXPRESS,8919506,COLONIA EXPRESS BAIRES,508,12,12,Salida,Pasajeros,2017
2017-01-02 00:00:00,ATLANTIC EXPRESS,8919506,COLONIA EXPRESS BAIRES,235,15,3,Salida,Pasajeros,2017
2017-01-02 00:00:00,ATLANTIC EXPRESS,8919506,ROU - COLONIA,495,1,7,Entrada,Pasajeros,2017
2017-01-02 00:00:00,ATLANTIC III,9001540,ROU - COLONIA,450,32,1,Entrada,Pasajeros,2017
2017-01-02 00:00:00,BOMAR RESOLVE,9307839,PUERTO BUENOS AIRES,0,17,0,Entrada,Carga,2017
2017-01-02 00:00:00,CAP SAN VINCENT,9717228,PUERTO BUENOS AIRES,0,26,0,Salida,Carga,2017
2017-01-02 00:00:00,COLONIA EXPRESS,8704937,COLONIA EXPRESS BAIRES,300,12,3,Salida,Pasajeros,2017
2017-01-02 00:00:00,COLONIA EXPRESS,8704937,ROU - COLONIA,225,16,3,Entrada,Pasajeros,2017
2017-01-02 00:00:00,COLONIA EXPRESS,8704937,COLONIA EXPRESS BAIRES,179,11,3,Salida,Pasajeros,2017
2017-01-02 00:00:00,COLONIA EXPRESS,8704937,ROU - COLONIA,292,1,8,Entrada,Pasajeros,2017
2017-01-02 00:00:00,ELADIA ISABEL,8869581,BUQUEBUS,765,34,14,Salida,Pasajeros,2017
2017-01-02 00:00:00,FRANCISCO,9610028,BUQUEBUS,854,58,14,Salida,Pasajeros,2017
2017-01-02 00:00:00,FRANCISCO,9610028,ROU - MONTEVIDEO,850,58,21,Entrada,Pasajeros,2017
2017-01-02 00:00:00,FRANCISCO,9610028,BUQUEBUS,686,61,14,Salida,Pasajeros,2017
2017-01-02 00:00:00,FRANCISCO,9610028,ROU - MONTEVIDEO,921,59,24,Entrada,Pasajeros,2017
2017-01-02 00:00:00,JUAN PATRICIO,9610028,ROU - COLONIA,418,1,6,Entrada,Pasajeros,2017
2017-01-02 00:00:00,JUAN PATRICIO,9610028,BUQUEBUS,428,20,6,Salida,Pasajeros,2017
2017-01-02 00:00:00,JUAN PATRICIO,9610028,ROU - COLONIA,417,26,9,Entrada,Pasajeros,2017
2017-01-02 00:00:00,JUAN PATRICIO,9610028,BUQUEBUS,398,25,9,Salida,Pasajeros,2017
2017-01-02 00:00:00,JUAN PATRICIO,9610028,ROU - COLONIA,413,1,12,Entrada,Pasajeros,2017
2017-01-02 00:00:00,JUAN PATRICIO,9610028,BUQUEBUS,427,23,7,Salida,Pasajeros,2017
2017-01-02 00:00:00,MONTE ROSA,9283215,PUERTO BUENOS AIRES,0,24,0,Entrada,Carga,2017
2017-01-02 00:00:00,SILVIA ANA L,9119385,ROU - COLONIA,969,1,11,Entrada,Pasajeros,2017
2017-01-02 00:00:00,SILVIA ANA L,9119385,BUQUEBUS,968,39,12,Salida,Pasajeros,2017
