fecha,buque,imo,puerto,pax,trip,exentos,sentido,servicio,anio
2020-01-01 00:00:00,ATLANTIC EXPRESS,8919506,ROU - COLONIA,343,17,8,Entrada,Pasajeros,2020
2020-01-01 00:00:00,ATLANTIC EXPRESS,8919506,COLONIA EXPRESS BAIRES,94,16,1,Salida,Pasajeros,2020
2020-01-01 00:00:00,ATLANTIC EXPRESS,8919506,ROU - COLONIA,605,29,5,Entrada,Pasajeros,2020
2020-01-01 00:00:00,ATLANTIC EXPRESS,8919506,ROU - COLONIA,62,15,1,Entrada,Pasajeros,2020
2020-01-01 00:00:00,ATLANTIC EXPRESS,8919506,COLONIA EXPRESS BAIRES,278,16,2,Salida,Pasajeros,2020
2020-01-01 00:00:00,ATLANTIC III,9001540,BUQUEBUS,0,28,0,Salida,Pasajeros,2020
2020-01-01 00:00:00,ATLANTIC III,9001540,ROU - COLONIA,406,27,2,Entrada,Pasajeros,2020
2020-01-01 00:00:00,FRANCISCO,9610028,BUQUEBUS,469,40,12,Salida,Pasajeros,2020
2020-01-01 00:00:00,FRANCISCO,9610028,BUQUEBUS,310,41,6,Salida,Pasajeros,2020
2020-01-01 00:00:00,FRANCISCO,9610028,ROU - MONTEVIDEO,807,13,11,Entrada,Pasajeros,2020
2020-01-01 00:00:00,FRANCISCO,9610028,ROU - MONTEVIDEO,342,41,4,Entrada,Pasajeros,2020
2020-01-01 00:00:00,MSC LILY,9704960,PUERTO BUENOS AIRES,0,23,0,Entrada,Carga,2020
2020-01-01 00:00:00,SILVIA ANA L,9119385,ROU - COLONIA,940,41,19,Entrada,Pasajeros,2020
2020-01-01 00:00:00,SILVIA ANA L,9119385,BUQUEBUS,392,42,4,Salida,Pasajeros,2020
2020-01-01 00:00:00,SILVIA ANA L,9119385,BUQUEBUS,682,40,12,Salida,Pasajeros,2020
2020-01-01 00:00:00,SILVIA ANA L,9119385,ROU - COLONIA,1061,43,8,Entrada,Pasajeros,2020
2020-01-01 00:00:00,SILVIA ANA L,9119385,ROU - COLONIA,231,39,1,Entrada,Pasajeros,2020
2020-01-01 00:00:00,SILVIA ANA L,9119385,BUQUEBUS,814,39,4,Salida,Pasajeros,2020
2020-01-01 00:00:00,SUPER FERRY EXPRESS,8919506,COLONIA EXPRESS BAIRES,158,16,0,Salida,Pasajeros,2020
2020-01-02 00:00:00,ATLANTIC EXPRESS,8919506,COLONIA EXPRESS BAIRES,355,15,5,Salida,Pasajeros,2020
2020-01-02 00:00:00,ATLANTIC EXPRESS,8919506,COLONIA EXPRESS BAIRES,0,16,0,Salida,Pasajeros,2020
2020-01-02 00:00:00,ATLANTIC EXPRESS,8919506,COLONIA EXPRESS BAIRES,553,15,6,Salida,Pasajeros,2020
2020-01-02 00:00:00,ATLANTIC EXPRESS,8919506,ROU - COLONIA,553,16,2,Entrada,Pasajeros,2020
2020-01-02 00:00:00,ATLANTIC EXPRESS,8919506,ROU - COLONIA,0,15,0,Entrada,Pasajeros,2020
2020-01-02 00:00:00,ATLANTIC III,9001540,BUQUEBUS,604,28,4,Salida,Pasajeros,2020
2020-01-02 00:00:00,ATLANTIC III,9001540,ROU - COLONIA,111,27,0,Entrada,Pasajeros,2020
2020-01-02 00:00:00,AVA PAYAGUA,9551090,PUERTO BUENOS AIRES,0,11,0,Salida,Carga,2020
2020-01-02 00:00:00,FRANCISCO,9610028,ROU - MONTEVIDEO,724,41,13,Entrada,Pasajeros,2020
2020-01-02 00:00:00,FRANCISCO,9610028,BUQUEBUS,509,42,9,Salida,Pasajeros,2020
2020-01-02 00:00:00,FRANCISCO,9610028,BUQUEBUS,697,42,13,Salida,Pasajeros,2020
2020-01-02 00:00:00,FRANCISCO,9610028,ROU - MONTEVIDEO,678,17,8,Entrada,Pasajeros,2020
